"work_order_id","sample_month","unit_or_location","category","sub_category","priority","submitted_at","acknowledged_at","assigned_at","completed_at","status","assigned_to","vendor","description_summary","attachment_present","permission_to_enter","pet_present","reopened","resident_rating","cost_or_effort","routing_tags"
"SAMPLE-RH-0093","Jun","Unit sample 33","Water Intrusion/Drywall","Mold / Mildew Issue","High","sample-Jun-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Mold / Mildew Issue.","Yes","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0094","Jun","Unit sample 34","Water Intrusion/Drywall","Sheetrock","High","sample-Jun-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Sheetrock.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0095","Jun","Unit sample 35","Water Intrusion/Drywall","Ceiling stain","High","sample-Jun-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Ceiling stain.","Yes","Yes","Unknown","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0096","Jun","Unit sample 36","Water Intrusion/Drywall","Wall moisture","High","sample-Jun-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Wall moisture.","Yes","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0097","Jun","Unit sample 37","Water Intrusion/Drywall","Mold / Mildew Issue","High","sample-Jun-08","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Mold / Mildew Issue.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0098","Jun","Unit sample 38","Water Intrusion/Drywall","Sheetrock","High","sample-Jun-09","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Sheetrock.","Yes","Yes","No","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0099","Jun","Unit sample 39","Water Intrusion/Drywall","Ceiling stain","High","sample-Jun-10","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Ceiling stain.","Yes","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0100","Jun","Unit sample 40","Water Intrusion/Drywall","Wall moisture","High","sample-Jun-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Wall moisture.","Yes","Yes","Unknown","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0101","Jun","Unit sample 41","Water Intrusion/Drywall","Mold / Mildew Issue","High","sample-Jun-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Mold / Mildew Issue.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0102","Jun","Unit sample 42","Water Intrusion/Drywall","Sheetrock","High","sample-Jun-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Sheetrock.","Yes","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0103","Jun","Unit sample 43","Water Intrusion/Drywall","Ceiling stain","High","sample-Jun-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Ceiling stain.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0104","Jun","Unit sample 44","Water Intrusion/Drywall","Wall moisture","High","sample-Jun-15","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Wall moisture.","Yes","Yes","No","Yes","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0105","Jun","Unit sample 45","Water Intrusion/Drywall","Mold / Mildew Issue","High","sample-Jun-16","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Mold / Mildew Issue.","Yes","Yes","Yes","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0106","Jun","Unit sample 46","Water Intrusion/Drywall","Sheetrock","High","sample-Jun-17","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Sheetrock.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0107","Jun","Unit sample 47","Water Intrusion/Drywall","Ceiling stain","High","sample-Jun-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Ceiling stain.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0108","Jun","Unit sample 48","Water Intrusion/Drywall","Wall moisture","High","sample-Jun-19","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Wall moisture.","Yes","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0109","Jun","Unit sample 49","Water Intrusion/Drywall","Mold / Mildew Issue","High","sample-Jun-20","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Mold / Mildew Issue.","Yes","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0110","Jul","Unit sample 50","Water Intrusion/Drywall","Sheetrock","High","sample-Jul-01","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Water Intrusion/Drywall request for Sheetrock.","Yes","Yes","Unknown","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0111","Jul","Unit sample 51","HVAC","Unit not cooling","Medium","sample-Jul-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0112","Jul","Unit sample 52","HVAC","Filter / vent issue","Medium","sample-Jul-03","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0113","Jul","Unit sample 53","HVAC","Airflow","Medium","sample-Jul-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Airflow.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0114","Jul","Unit sample 54","HVAC","Thermostat","Medium","sample-Jul-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Thermostat.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0115","Jul","Unit sample 55","HVAC","Unit not cooling","Medium","sample-Jul-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0116","Jul","Unit sample 56","HVAC","Filter / vent issue","Medium","sample-Jul-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0117","Jul","Unit sample 57","HVAC","Airflow","Medium","sample-Jul-08","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Airflow.","No","Yes","Yes","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0118","Jul","Unit sample 58","HVAC","Thermostat","Medium","sample-Jul-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Thermostat.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0119","Jul","Unit sample 59","HVAC","Unit not cooling","Medium","sample-Jul-10","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0120","Jul","Unit sample 60","HVAC","Filter / vent issue","Medium","sample-Jul-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0121","Jul","Unit sample 01","HVAC","Airflow","Medium","sample-Jul-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Airflow.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0122","Jul","Unit sample 02","HVAC","Thermostat","Medium","sample-Jul-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Thermostat.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0123","Jul","Unit sample 03","HVAC","Unit not cooling","Medium","sample-Jul-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0124","Jul","Unit sample 04","HVAC","Filter / vent issue","Medium","sample-Jul-15","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0125","Jul","Unit sample 05","HVAC","Airflow","Medium","sample-Jul-16","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Airflow.","No","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0126","Jul","Unit sample 06","HVAC","Thermostat","Medium","sample-Jul-17","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Thermostat.","No","Yes","Yes","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0127","Jul","Unit sample 07","HVAC","Unit not cooling","Medium","sample-Jul-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0128","Aug","Unit sample 08","HVAC","Filter / vent issue","Medium","sample-Aug-01","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0129","Aug","Unit sample 09","HVAC","Airflow","Medium","sample-Aug-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Airflow.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0130","Aug","Unit sample 10","HVAC","Thermostat","Medium","sample-Aug-03","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Thermostat.","No","Yes","Unknown","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0131","Aug","Unit sample 11","HVAC","Unit not cooling","Medium","sample-Aug-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Unit not cooling.","No","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0132","Aug","Unit sample 12","HVAC","Filter / vent issue","Medium","sample-Aug-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample HVAC request for Filter / vent issue.","No","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0133","Aug","Unit sample 13","Heating & Cooling","Heat not working","High","sample-Aug-06","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0134","Aug","Unit sample 14","Heating & Cooling","Heater inspection","High","sample-Aug-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0135","Aug","Unit sample 15","Heating & Cooling","Seasonal heat issue","High","sample-Aug-08","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0136","Aug","Unit sample 16","Heating & Cooling","Heat not working","High","sample-Aug-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0137","Aug","Unit sample 17","Heating & Cooling","Heater inspection","High","sample-Aug-10","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0138","Aug","Unit sample 18","Heating & Cooling","Seasonal heat issue","High","sample-Aug-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0139","Aug","Unit sample 19","Heating & Cooling","Heat not working","High","sample-Aug-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0140","Aug","Unit sample 20","Heating & Cooling","Heater inspection","High","sample-Aug-13","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","Unknown","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0141","Aug","Unit sample 21","Heating & Cooling","Seasonal heat issue","High","sample-Aug-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0142","Aug","Unit sample 22","Heating & Cooling","Heat not working","High","sample-Aug-15","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0143","Aug","Unit sample 23","Heating & Cooling","Heater inspection","High","sample-Aug-16","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","Yes","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0144","Aug","Unit sample 24","Heating & Cooling","Seasonal heat issue","High","sample-Aug-17","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0145","Aug","Unit sample 25","Heating & Cooling","Heat not working","High","sample-Aug-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","Unknown","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0146","Aug","Unit sample 26","Heating & Cooling","Heater inspection","High","sample-Aug-19","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0147","Sep","Unit sample 27","Heating & Cooling","Seasonal heat issue","High","sample-Sep-01","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0148","Sep","Unit sample 28","Heating & Cooling","Heat not working","High","sample-Sep-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0149","Sep","Unit sample 29","Heating & Cooling","Heater inspection","High","sample-Sep-03","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0150","Sep","Unit sample 30","Heating & Cooling","Seasonal heat issue","High","sample-Sep-04","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Seasonal heat issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0151","Sep","Unit sample 31","Heating & Cooling","Heat not working","High","sample-Sep-05","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heat not working.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0152","Sep","Unit sample 32","Heating & Cooling","Heater inspection","High","sample-Sep-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance + vendor","External vendor likely","Sanitized sample Heating & Cooling request for Heater inspection.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0153","Sep","Unit sample 33","Doors and Windows","Sliding Door","Medium","sample-Sep-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Sliding Door.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0154","Sep","Unit sample 34","Doors and Windows","Door Repair","Medium","sample-Sep-08","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Door Repair.","Yes","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0155","Sep","Unit sample 35","Doors and Windows","Window repair","Medium","sample-Sep-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Window repair.","Yes","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0156","Sep","Unit sample 36","Doors and Windows","Seal / draft issue","Medium","sample-Sep-10","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Seal / draft issue.","Yes","Yes","Yes","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0157","Sep","Unit sample 37","Doors and Windows","Sliding Door","Medium","sample-Sep-11","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Sliding Door.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0158","Sep","Unit sample 38","Doors and Windows","Door Repair","Medium","sample-Sep-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Door Repair.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0159","Sep","Unit sample 39","Doors and Windows","Window repair","Medium","sample-Sep-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Window repair.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0160","Sep","Unit sample 40","Doors and Windows","Seal / draft issue","Medium","sample-Sep-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Seal / draft issue.","Yes","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0161","Sep","Unit sample 41","Doors and Windows","Sliding Door","Medium","sample-Sep-15","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Sliding Door.","Yes","Yes","No","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0162","Sep","Unit sample 42","Doors and Windows","Door Repair","Medium","sample-Sep-16","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Door Repair.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0163","Sep","Unit sample 43","Doors and Windows","Window repair","Medium","sample-Sep-17","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Window repair.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0164","Sep","Unit sample 44","Doors and Windows","Seal / draft issue","Medium","sample-Sep-18","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Seal / draft issue.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0165","Oct","Unit sample 45","Doors and Windows","Sliding Door","Medium","sample-Oct-01","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Sliding Door.","Yes","Yes","Yes","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0166","Oct","Unit sample 46","Doors and Windows","Door Repair","Medium","sample-Oct-02","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Door Repair.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0167","Oct","Unit sample 47","Doors and Windows","Window repair","Medium","sample-Oct-03","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Window repair.","Yes","Yes","No","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0168","Oct","Unit sample 48","Doors and Windows","Seal / draft issue","Medium","sample-Oct-04","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Seal / draft issue.","Yes","Yes","Yes","No","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0169","Oct","Unit sample 49","Doors and Windows","Sliding Door","Medium","sample-Oct-05","sample + 1 day","sample + 1-2 days","unavailable","Reopened","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Sliding Door.","Yes","Yes","No","Yes","unavailable","TBD","follow-up-required"
"SAMPLE-RH-0170","Oct","Unit sample 50","Doors and Windows","Door Repair","Medium","sample-Oct-06","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Doors and Windows request for Door Repair.","Yes","Yes","Unknown","No","sample 3-5","TBD","follow-up-required"
"SAMPLE-RH-0171","Oct","Unit sample 51","Electrical","Breaker trip","High","sample-Oct-07","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Breaker trip.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0172","Oct","Unit sample 52","Electrical","Ceiling fan","High","sample-Oct-08","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Ceiling fan.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0173","Oct","Unit sample 53","Electrical","Outlet issue","High","sample-Oct-09","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Outlet issue.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0174","Oct","Unit sample 54","Electrical","Light fixture","High","sample-Oct-10","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Light fixture.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0175","Oct","Unit sample 55","Electrical","Breaker trip","High","sample-Oct-11","sample + 1 day","sample + 1-2 days","unavailable","Open","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Breaker trip.","No","Yes","Unknown","No","unavailable","TBD","habitability-risk"
"SAMPLE-RH-0176","Oct","Unit sample 56","Electrical","Ceiling fan","High","sample-Oct-12","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Ceiling fan.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0177","Oct","Unit sample 57","Electrical","Outlet issue","High","sample-Oct-13","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Outlet issue.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0178","Oct","Unit sample 58","Electrical","Light fixture","High","sample-Oct-14","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Light fixture.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0179","Oct","Unit sample 59","Electrical","Breaker trip","High","sample-Oct-15","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Breaker trip.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0180","Oct","Unit sample 60","Electrical","Ceiling fan","High","sample-Oct-16","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Ceiling fan.","No","Yes","Yes","No","sample 3-5","TBD","habitability-risk"
"SAMPLE-RH-0181","Oct","Unit sample 01","Electrical","Outlet issue","High","sample-Oct-17","sample + 1 day","sample + 1-2 days","sample + 2-10 days","Completed","Maintenance","Internal maintenance first","Sanitized sample Electrical request for Outlet issue.","No","Yes","No","No","sample 3-5","TBD","habitability-risk"
